
=== 采集时间: 2025-12-05 15:10:48 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
7	0.0006	2	23	26
8	0.0007	18	32	27
9	0.0008	22	22	23
10	0.0009	14	10	11
11	0.0010	13	26	37
12	0.0011	2	30	31
13	0.0012	15	33	23
14	0.0013	14	13	18
15	0.0014	11	7	11
16	0.0015	22	28	43
17	0.0016	14	22	33
18	0.0017	19	24	19
19	0.0018	18	11	13
20	0.0019	14	11	7
21	0.0020	11	15	31
22	0.0021	2	18	23
23	0.0022	5	14	22
24	0.0023	11	14	11
25	0.0024	10	11	6
26	0.0025	16	26	32
27	0.0026	6	15	26
28	0.0027	9	13	16
29	0.0028	14	14	14
30	0.0029	5	18	16
31	0.0030	9	22	40
32	0.0031	0	24	22
33	0.0032	3	18	19
34	0.0033	22	15	16
35	0.0034	11	10	15
36	0.0035	11	22	33
37	0.0036	1	18	22
38	0.0037	3	16	20
39	0.0038	10	15	13
40	0.0039	6	11	10
41	0.0040	13	18	28
42	0.0041	1	10	23
43	0.0042	13	11	11
44	0.0043	16	15	16
45	0.0044	9	9	11
46	0.0045	13	18	37
47	0.0046	-3	13	27
48	0.0047	0	16	16
49	0.0048	15	19	16
50	0.0049	5	6	3
51	0.0050	7	6	30
52	0.0051	-6	5	16
53	0.0052	2	19	16
54	0.0053	14	23	15
55	0.0054	20	10	6
56	0.0055	14	14	31
57	0.0056	1	15	27
58	0.0057	3	19	19
59	0.0058	11	22	13
60	0.0059	11	11	6
61	0.0060	14	22	30
62	0.0061	9	22	32
63	0.0062	10	19	30
64	0.0063	9	16	18
65	0.0064	9	14	0
66	0.0065	9	14	24
67	0.0066	5	22	27
68	0.0067	6	19	26
69	0.0068	9	15	19
70	0.0069	3	5	6
71	0.0070	9	9	19
72	0.0071	1	20	31
73	0.0072	11	15	19
74	0.0073	14	13	6
75	0.0074	11	6	9
76	0.0075	9	15	33
77	0.0076	2	28	28
78	0.0077	2	20	19
79	0.0078	10	6	5
80	0.0079	7	3	1
81	0.0080	18	27	39
82	0.0081	7	37	37
83	0.0082	10	27	23
84	0.0083	14	13	7
85	0.0084	5	13	6
86	0.0085	11	28	40
87	0.0086	3	30	35
88	0.0087	13	19	18
89	0.0088	11	9	10
90	0.0089	2	7	0
91	0.0090	13	27	37
92	0.0091	2	24	27
93	0.0092	5	7	10
94	0.0093	10	5	5
95	0.0094	-2	9	3
96	0.0095	10	27	35
97	0.0096	3	23	27
98	0.0097	9	13	13
99	0.0098	19	5	1
100	0.0099	7	7	1

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-21	-263	-5
2	0.001	0	343	9
3	0.002	43	1401	-2
4	0.003	24	1175	-6
5	0.004	24	1951	-19
6	0.005	9	-2384	-21
7	0.006	21	-49	-14
8	0.007	0	-416	-7
9	0.008	-10	706	-11
10	0.009	13	167	-17
================================================================================

=== 采集时间: 2025-12-05 15:10:58 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	5	3	20
2	0.0001	-6	2	16
3	0.0002	9	23	16
4	0.0003	24	36	27
5	0.0004	11	19	18
6	0.0005	11	11	30
7	0.0006	-2	9	14
8	0.0007	7	22	20
9	0.0008	20	41	33
10	0.0009	13	16	20
11	0.0010	22	22	33
12	0.0011	10	2	20
13	0.0012	14	22	22
14	0.0013	23	37	24
15	0.0014	13	16	18
16	0.0015	19	11	28
17	0.0016	1	0	19
18	0.0017	6	22	22
19	0.0018	16	33	26
20	0.0019	14	18	11
21	0.0020	19	14	26
22	0.0021	13	5	15
23	0.0022	9	19	18
24	0.0023	13	33	23
25	0.0024	14	27	19
26	0.0025	15	16	32
27	0.0026	0	9	24
28	0.0027	2	19	20
29	0.0028	14	31	24
30	0.0029	15	28	22
31	0.0030	24	23	33
32	0.0031	2	10	20
33	0.0032	2	9	20
34	0.0033	11	31	20
35	0.0034	15	23	15
36	0.0035	20	23	32
37	0.0036	-3	-3	23
38	0.0037	2	13	13
39	0.0038	10	27	20
40	0.0039	11	19	16
41	0.0040	22	19	31
42	0.0041	0	7	20
43	0.0042	9	18	19
44	0.0043	15	27	15
45	0.0044	5	16	13
46	0.0045	13	14	33
47	0.0046	0	11	27
48	0.0047	10	28	20
49	0.0048	13	30	18
50	0.0049	7	11	11
51	0.0050	23	19	37
52	0.0051	7	14	31
53	0.0052	14	32	15
54	0.0053	18	18	7
55	0.0054	1	7	5
56	0.0055	10	24	33
57	0.0056	-2	20	26
58	0.0057	13	23	16
59	0.0058	14	15	19
60	0.0059	10	18	16
61	0.0060	20	27	27
62	0.0061	2	19	23
63	0.0062	6	13	10
64	0.0063	14	22	11
65	0.0064	3	16	10
66	0.0065	16	23	31
67	0.0066	1	13	20
68	0.0067	10	18	14
69	0.0068	15	22	11
70	0.0069	14	9	2
71	0.0070	15	15	27
72	0.0071	2	10	26
73	0.0072	9	24	19
74	0.0073	15	23	19
75	0.0074	5	7	10
76	0.0075	13	19	28
77	0.0076	9	16	32
78	0.0077	10	27	24
79	0.0078	14	19	16
80	0.0079	7	9	7
81	0.0080	15	19	28
82	0.0081	9	19	30
83	0.0082	15	30	27
84	0.0083	10	24	16
85	0.0084	0	9	2
86	0.0085	13	16	19
87	0.0086	3	13	23
88	0.0087	11	27	26
89	0.0088	15	23	18
90	0.0089	5	13	15
91	0.0090	7	9	22
92	0.0091	2	9	15
93	0.0092	3	23	18
94	0.0093	15	18	13
95	0.0094	6	9	11
96	0.0095	14	9	31
97	0.0096	-6	2	23
98	0.0097	6	24	15
99	0.0098	10	19	7
100	0.0099	7	11	18

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-21	130	-23
2	0.001	-22	434	-13
3	0.002	10	-451	3
4	0.003	48	607	5
5	0.004	-4	1231	-12
6	0.005	7	1355	-14
7	0.006	-6	-50	-12
8	0.007	-16	-2089	-21
9	0.008	-40	443	-12
10	0.009	18	-1225	-16
================================================================================

=== 采集时间: 2025-12-05 15:10:58 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	16	27	44
2	0.0001	2	22	30
3	0.0002	11	14	18
4	0.0003	15	27	16
5	0.0004	10	11	11
6	0.0005	13	28	41
7	0.0006	7	23	30
8	0.0007	9	31	20
9	0.0008	16	22	19
10	0.0009	0	-2	6
11	0.0010	6	18	32
12	0.0011	1	23	23
13	0.0012	13	26	13
14	0.0013	19	14	16
15	0.0014	7	2	5
16	0.0015	7	16	33
17	0.0016	-7	23	23
18	0.0017	10	22	10
19	0.0018	15	14	14
20	0.0019	18	-4	11
21	0.0020	14	23	36
22	0.0021	5	24	33
23	0.0022	0	15	11
24	0.0023	13	14	10
25	0.0024	9	18	11
26	0.0025	13	19	40
27	0.0026	6	26	31
28	0.0027	7	14	15
29	0.0028	11	22	13
30	0.0029	10	16	16
31	0.0030	9	22	33
32	0.0031	5	16	27
33	0.0032	2	18	15
34	0.0033	13	23	16
35	0.0034	10	15	10
36	0.0035	13	13	26
37	0.0036	6	9	14
38	0.0037	2	9	10
39	0.0038	14	26	13
40	0.0039	0	9	10
41	0.0040	9	13	32
42	0.0041	7	20	22
43	0.0042	7	18	18
44	0.0043	15	16	11
45	0.0044	7	9	11
46	0.0045	7	19	35
47	0.0046	9	28	28
48	0.0047	9	23	15
49	0.0048	18	20	15
50	0.0049	7	11	5
51	0.0050	14	24	36
52	0.0051	13	20	31
53	0.0052	19	14	6
54	0.0053	15	15	13
55	0.0054	2	2	10
56	0.0055	7	22	32
57	0.0056	6	22	24
58	0.0057	11	10	14
59	0.0058	15	19	15
60	0.0059	6	7	14
61	0.0060	3	23	30
62	0.0061	13	35	39
63	0.0062	13	22	16
64	0.0063	1	15	6
65	0.0064	7	3	6
66	0.0065	5	11	32
67	0.0066	15	22	36
68	0.0067	15	23	22
69	0.0068	7	13	16
70	0.0069	9	-3	1
71	0.0070	1	10	28
72	0.0071	13	28	31
73	0.0072	6	20	20
74	0.0073	5	19	15
75	0.0074	7	3	11
76	0.0075	2	13	33
77	0.0076	15	30	32
78	0.0077	3	3	11
79	0.0078	13	18	16
80	0.0079	1	9	9
81	0.0080	1	14	31
82	0.0081	1	24	24
83	0.0082	-2	-2	7
84	0.0083	15	24	11
85	0.0084	1	15	7
86	0.0085	10	13	31
87	0.0086	0	10	19
88	0.0087	1	-4	10
89	0.0088	11	27	9
90	0.0089	-6	10	6
91	0.0090	3	9	24
92	0.0091	-3	3	15
93	0.0092	11	3	13
94	0.0093	23	31	20
95	0.0094	7	14	13
96	0.0095	5	6	19
97	0.0096	-6	1	13
98	0.0097	0	14	19
99	0.0098	15	31	18
100	0.0099	7	9	10

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	14	1046	-15
2	0.001	9	1193	4
3	0.002	-23	1369	-14
4	0.003	32	545	-13
5	0.004	0	-1686	6
6	0.005	11	346	-6
7	0.006	45	-1663	-29
8	0.007	-28	1115	-5
9	0.008	7	514	-10
10	0.009	18	1792	2
================================================================================

=== 采集时间: 2025-12-05 15:10:59 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	15	24	31
2	0.0001	1	6	14
3	0.0002	11	20	7
4	0.0003	20	23	16
5	0.0004	7	9	20
6	0.0005	5	24	30
7	0.0006	1	19	19
8	0.0007	3	20	10
9	0.0008	15	19	13
10	0.0009	5	13	13
11	0.0010	11	23	33
12	0.0011	9	11	19
13	0.0012	2	9	6
14	0.0013	9	13	15
15	0.0014	1	9	13
16	0.0015	15	22	28
17	0.0016	9	7	10
18	0.0017	3	5	10
19	0.0018	11	13	16
20	0.0019	2	9	7
21	0.0020	11	24	22
22	0.0021	-2	5	22
23	0.0022	3	7	6
24	0.0023	10	16	14
25	0.0024	1	10	13
26	0.0025	14	22	27
27	0.0026	1	7	13
28	0.0027	0	10	6
29	0.0028	11	18	18
30	0.0029	3	6	14
31	0.0030	15	26	26
32	0.0031	-4	1	10
33	0.0032	-8	3	3
34	0.0033	11	16	10
35	0.0034	3	2	14
36	0.0035	19	15	32
37	0.0036	0	5	23
38	0.0037	-3	18	7
39	0.0038	10	16	10
40	0.0039	-7	1	15
41	0.0040	16	18	35
42	0.0041	1	6	24
43	0.0042	7	27	18
44	0.0043	16	27	22
45	0.0044	1	1	11
46	0.0045	14	15	33
47	0.0046	0	9	22
48	0.0047	10	30	18
49	0.0048	18	32	27
50	0.0049	2	1	16
51	0.0050	6	16	28
52	0.0051	2	9	15
53	0.0052	7	27	16
54	0.0053	22	31	19
55	0.0054	11	9	14
56	0.0055	9	13	31
57	0.0056	1	10	32
58	0.0057	11	32	9
59	0.0058	16	23	7
60	0.0059	0	-7	6
61	0.0060	15	19	28
62	0.0061	2	16	19
63	0.0062	9	24	11
64	0.0063	14	20	18
65	0.0064	1	9	16
66	0.0065	15	19	31
67	0.0066	3	16	27
68	0.0067	11	15	14
69	0.0068	20	23	19
70	0.0069	2	7	10
71	0.0070	10	16	28
72	0.0071	1	16	18
73	0.0072	5	15	11
74	0.0073	16	19	14
75	0.0074	6	9	10
76	0.0075	16	14	30
77	0.0076	1	11	20
78	0.0077	5	23	10
79	0.0078	9	27	10
80	0.0079	5	7	6
81	0.0080	11	20	27
82	0.0081	6	18	27
83	0.0082	16	30	16
84	0.0083	19	27	22
85	0.0084	7	9	7
86	0.0085	9	20	23
87	0.0086	6	16	28
88	0.0087	7	22	22
89	0.0088	16	24	20
90	0.0089	9	10	16
91	0.0090	5	10	30
92	0.0091	5	16	20
93	0.0092	11	26	14
94	0.0093	19	24	16
95	0.0094	2	3	15
96	0.0095	5	5	30
97	0.0096	1	11	30
98	0.0097	3	19	11
99	0.0098	13	27	15
100	0.0099	0	2	2

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	21	1006	-2
2	0.001	-2	252	-12
3	0.002	21	1950	-8
4	0.003	31	153	-10
5	0.004	46	-184	-7
6	0.005	40	284	1
7	0.006	-29	1079	3
8	0.007	-6	2844	-20
9	0.008	-5	940	-15
10	0.009	-6	2848	-5
================================================================================

=== 采集时间: 2025-12-05 15:10:59 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	7	13	28
2	0.0001	1	16	16
3	0.0002	11	22	11
4	0.0003	18	23	16
5	0.0004	5	10	23
6	0.0005	7	9	37
7	0.0006	2	23	20
8	0.0007	2	13	7
9	0.0008	16	23	13
10	0.0009	9	13	13
11	0.0010	16	23	37
12	0.0011	0	11	22
13	0.0012	1	7	9
14	0.0013	14	30	19
15	0.0014	6	16	13
16	0.0015	11	24	33
17	0.0016	0	10	24
18	0.0017	3	10	14
19	0.0018	19	33	11
20	0.0019	1	14	15
21	0.0020	2	10	27
22	0.0021	0	14	16
23	0.0022	2	18	10
24	0.0023	23	31	16
25	0.0024	9	13	13
26	0.0025	5	13	28
27	0.0026	3	15	16
28	0.0027	9	23	10
29	0.0028	27	33	19
30	0.0029	11	13	13
31	0.0030	13	18	36
32	0.0031	6	20	22
33	0.0032	14	27	11
34	0.0033	22	33	18
35	0.0034	5	2	19
36	0.0035	3	18	33
37	0.0036	2	27	23
38	0.0037	9	23	14
39	0.0038	14	19	14
40	0.0039	10	11	18
41	0.0040	2	18	28
42	0.0041	3	27	28
43	0.0042	11	16	10
44	0.0043	15	10	5
45	0.0044	2	6	10
46	0.0045	3	19	33
47	0.0046	9	24	19
48	0.0047	5	7	2
49	0.0048	6	13	10
50	0.0049	0	9	14
51	0.0050	9	26	31
52	0.0051	10	20	20
53	0.0052	2	2	5
54	0.0053	15	9	14
55	0.0054	6	22	22
56	0.0055	15	33	44
57	0.0056	3	24	23
58	0.0057	2	10	16
59	0.0058	19	18	16
60	0.0059	13	18	22
61	0.0060	13	19	43
62	0.0061	1	35	28
63	0.0062	11	16	14
64	0.0063	15	10	11
65	0.0064	19	9	15
66	0.0065	20	39	43
67	0.0066	15	40	33
68	0.0067	10	15	7
69	0.0068	11	7	2
70	0.0069	13	16	22
71	0.0070	15	33	44
72	0.0071	19	36	37
73	0.0072	10	13	14
74	0.0073	18	9	10
75	0.0074	10	13	10
76	0.0075	14	30	45
77	0.0076	10	32	31
78	0.0077	9	19	22
79	0.0078	19	30	23
80	0.0079	15	16	18
81	0.0080	18	24	41
82	0.0081	9	19	27
83	0.0082	5	14	10
84	0.0083	19	23	11
85	0.0084	5	11	19
86	0.0085	9	15	39
87	0.0086	0	15	22
88	0.0087	5	11	7
89	0.0088	18	19	13
90	0.0089	9	10	7
91	0.0090	13	18	37
92	0.0091	3	11	23
93	0.0092	9	19	10
94	0.0093	13	27	10
95	0.0094	0	10	10
96	0.0095	9	11	32
97	0.0096	5	19	26
98	0.0097	15	24	13
99	0.0098	13	19	19
100	0.0099	0	3	16

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	4	222	2
2	0.001	57	2205	4
3	0.002	45	2085	-6
4	0.003	4	1267	2
5	0.004	-4	2453	-8
6	0.005	13	433	-15
7	0.006	-13	133	-14
8	0.007	18	-758	-3
9	0.008	13	1178	-12
10	0.009	-4	1075	3
================================================================================

=== 采集时间: 2025-12-05 15:10:59 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	5	14	31
2	0.0001	7	11	15
3	0.0002	9	16	7
4	0.0003	28	27	19
5	0.0004	7	9	19
6	0.0005	0	19	27
7	0.0006	2	15	20
8	0.0007	1	11	1
9	0.0008	26	23	22
10	0.0009	5	-2	15
11	0.0010	11	22	41
12	0.0011	14	27	23
13	0.0012	0	16	6
14	0.0013	15	15	16
15	0.0014	-2	2	16
16	0.0015	9	31	39
17	0.0016	13	35	31
18	0.0017	13	18	13
19	0.0018	19	9	15
20	0.0019	3	3	18
21	0.0020	19	35	37
22	0.0021	7	31	27
23	0.0022	9	18	16
24	0.0023	13	9	18
25	0.0024	2	9	18
26	0.0025	16	31	39
27	0.0026	9	28	20
28	0.0027	13	11	0
29	0.0028	13	10	9
30	0.0029	9	7	18
31	0.0030	20	39	46
32	0.0031	11	26	27
33	0.0032	5	11	0
34	0.0033	7	13	3
35	0.0034	6	9	18
36	0.0035	15	35	40
37	0.0036	10	19	27
38	0.0037	10	11	2
39	0.0038	11	23	16
40	0.0039	7	14	22
41	0.0040	18	28	41
42	0.0041	10	10	23
43	0.0042	14	14	7
44	0.0043	19	19	16
45	0.0044	5	19	20
46	0.0045	10	19	36
47	0.0046	3	15	24
48	0.0047	14	16	13
49	0.0048	22	22	14
50	0.0049	6	13	20
51	0.0050	10	16	36
52	0.0051	6	16	18
53	0.0052	15	24	6
54	0.0053	13	15	10
55	0.0054	0	-4	15
56	0.0055	5	24	37
57	0.0056	11	24	27
58	0.0057	11	27	14
59	0.0058	13	22	15
60	0.0059	-2	-15	9
61	0.0060	10	15	31
62	0.0061	10	22	19
63	0.0062	13	16	7
64	0.0063	11	26	18
65	0.0064	3	5	20
66	0.0065	3	11	33
67	0.0066	13	28	26
68	0.0067	10	27	10
69	0.0068	19	20	13
70	0.0069	2	3	14
71	0.0070	9	15	32
72	0.0071	9	30	27
73	0.0072	7	20	13
74	0.0073	11	19	6
75	0.0074	-3	2	3
76	0.0075	7	13	22
77	0.0076	14	28	18
78	0.0077	14	16	10
79	0.0078	16	11	9
80	0.0079	-4	2	10
81	0.0080	10	23	28
82	0.0081	5	30	20
83	0.0082	13	19	11
84	0.0083	14	13	15
85	0.0084	0	6	15
86	0.0085	5	19	33
87	0.0086	2	22	18
88	0.0087	9	18	6
89	0.0088	9	7	10
90	0.0089	2	10	16
91	0.0090	3	19	33
92	0.0091	5	19	22
93	0.0092	6	14	2
94	0.0093	10	16	13
95	0.0094	0	9	9
96	0.0095	2	19	30
97	0.0096	2	13	16
98	0.0097	7	16	5
99	0.0098	13	18	10
100	0.0099	1	6	5

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	6	1131	-19
2	0.001	5	1227	-7
3	0.002	42	1328	-12
4	0.003	11	-2363	-31
5	0.004	-15	-338	7
6	0.005	13	136	-16
7	0.006	42	-905	4
8	0.007	11	553	14
9	0.008	36	894	1
10	0.009	23	2083	-12
================================================================================

=== 采集时间: 2025-12-05 15:11:00 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	7	6	28
2	0.0001	9	16	24
3	0.0002	15	24	22
4	0.0003	19	28	26
5	0.0004	7	10	19
6	0.0005	2	11	20
7	0.0006	3	14	19
8	0.0007	10	26	15
9	0.0008	22	33	27
10	0.0009	9	3	18
11	0.0010	10	15	27
12	0.0011	7	18	18
13	0.0012	19	30	11
14	0.0013	20	23	20
15	0.0014	2	6	15
16	0.0015	2	13	26
17	0.0016	-3	16	26
18	0.0017	16	30	13
19	0.0018	20	28	16
20	0.0019	11	5	10
21	0.0020	3	10	30
22	0.0021	10	20	23
23	0.0022	10	30	10
24	0.0023	16	23	19
25	0.0024	10	9	16
26	0.0025	6	22	28
27	0.0026	16	31	27
28	0.0027	18	24	15
29	0.0028	27	15	20
30	0.0029	5	5	15
31	0.0030	2	16	33
32	0.0031	5	33	27
33	0.0032	15	22	15
34	0.0033	24	19	23
35	0.0034	9	2	23
36	0.0035	11	24	41
37	0.0036	15	37	28
38	0.0037	14	24	20
39	0.0038	14	10	19
40	0.0039	9	13	23
41	0.0040	15	35	41
42	0.0041	7	23	31
43	0.0042	22	18	9
44	0.0043	23	18	19
45	0.0044	7	7	16
46	0.0045	15	32	33
47	0.0046	9	26	19
48	0.0047	11	13	5
49	0.0048	16	14	18
50	0.0049	6	3	15
51	0.0050	9	27	32
52	0.0051	3	19	22
53	0.0052	5	13	10
54	0.0053	18	20	22
55	0.0054	3	13	15
56	0.0055	9	19	32
57	0.0056	3	19	16
58	0.0057	10	10	9
59	0.0058	24	26	24
60	0.0059	11	3	23
61	0.0060	14	23	27
62	0.0061	0	2	14
63	0.0062	7	10	7
64	0.0063	20	27	22
65	0.0064	13	27	23
66	0.0065	7	7	32
67	0.0066	-4	10	20
68	0.0067	18	28	14
69	0.0068	16	26	20
70	0.0069	13	18	23
71	0.0070	-6	10	27
72	0.0071	-3	16	16
73	0.0072	13	33	13
74	0.0073	23	24	22
75	0.0074	15	13	22
76	0.0075	5	14	30
77	0.0076	7	19	16
78	0.0077	9	27	5
79	0.0078	14	22	19
80	0.0079	3	13	11
81	0.0080	5	19	37
82	0.0081	9	28	20
83	0.0082	11	26	6
84	0.0083	27	16	16
85	0.0084	10	0	6
86	0.0085	11	19	31
87	0.0086	9	30	31
88	0.0087	6	27	16
89	0.0088	14	22	23
90	0.0089	-2	5	14
91	0.0090	15	18	32
92	0.0091	10	26	28
93	0.0092	13	23	9
94	0.0093	23	16	20
95	0.0094	5	7	16
96	0.0095	11	19	30
97	0.0096	3	24	24
98	0.0097	5	14	10
99	0.0098	10	10	11
100	0.0099	6	3	18

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	9	1252	-16
2	0.001	-10	1248	-12
3	0.002	6	1117	-20
4	0.003	21	-38	-16
5	0.004	1	-680	-17
6	0.005	-5	1294	3
7	0.006	-14	911	3
8	0.007	12	1525	-2
9	0.008	34	-2015	-12
10	0.009	-11	-102	3
================================================================================

=== 采集时间: 2025-12-05 15:11:00 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	3	16	27
2	0.0001	7	26	23
3	0.0002	9	23	10
4	0.0003	14	11	18
5	0.0004	0	0	10
6	0.0005	6	16	31
7	0.0006	10	23	20
8	0.0007	10	24	11
9	0.0008	10	18	14
10	0.0009	1	7	16
11	0.0010	10	15	28
12	0.0011	11	23	22
13	0.0012	13	18	11
14	0.0013	13	11	16
15	0.0014	0	5	15
16	0.0015	10	19	31
17	0.0016	2	28	26
18	0.0017	7	16	10
19	0.0018	11	19	19
20	0.0019	14	7	18
21	0.0020	16	14	30
22	0.0021	14	15	18
23	0.0022	7	22	7
24	0.0023	15	32	26
25	0.0024	2	13	19
26	0.0025	10	23	27
27	0.0026	2	18	19
28	0.0027	7	20	14
29	0.0028	24	32	23
30	0.0029	15	16	18
31	0.0030	18	10	33
32	0.0031	3	11	15
33	0.0032	2	20	5
34	0.0033	6	27	16
35	0.0034	0	-2	13
36	0.0035	9	10	26
37	0.0036	7	13	18
38	0.0037	14	30	10
39	0.0038	19	19	16
40	0.0039	1	10	10
41	0.0040	2	11	22
42	0.0041	-2	14	20
43	0.0042	9	26	14
44	0.0043	14	26	28
45	0.0044	0	9	23
46	0.0045	9	5	19
47	0.0046	11	19	15
48	0.0047	15	22	11
49	0.0048	11	24	30
50	0.0049	-4	5	20
51	0.0050	3	11	27
52	0.0051	10	16	22
53	0.0052	13	20	20
54	0.0053	16	18	23
55	0.0054	1	0	15
56	0.0055	5	13	30
57	0.0056	5	26	26
58	0.0057	11	31	18
59	0.0058	13	16	19
60	0.0059	0	-2	7
61	0.0060	5	9	22
62	0.0061	5	23	18
63	0.0062	9	16	9
64	0.0063	7	10	14
65	0.0064	-4	2	16
66	0.0065	9	27	33
67	0.0066	10	19	22
68	0.0067	11	15	3
69	0.0068	14	11	15
70	0.0069	1	5	10
71	0.0070	9	16	28
72	0.0071	5	24	22
73	0.0072	-2	14	10
74	0.0073	7	18	13
75	0.0074	-6	11	9
76	0.0075	3	13	16
77	0.0076	3	6	15
78	0.0077	13	18	11
79	0.0078	16	20	15
80	0.0079	0	13	2
81	0.0080	2	13	22
82	0.0081	-8	3	7
83	0.0082	5	14	3
84	0.0083	16	26	23
85	0.0084	-3	9	16
86	0.0085	19	19	26
87	0.0086	0	11	18
88	0.0087	10	16	9
89	0.0088	26	28	13
90	0.0089	-4	7	16
91	0.0090	7	13	39
92	0.0091	-6	22	28
93	0.0092	15	30	13
94	0.0093	24	24	16
95	0.0094	9	2	11
96	0.0095	10	16	27
97	0.0096	5	18	26
98	0.0097	13	27	15
99	0.0098	11	22	22
100	0.0099	5	2	10

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	5	1356	-7
2	0.001	-13	1872	4
3	0.002	-3	-2370	-11
4	0.003	-25	-31	-3
5	0.004	48	-417	0
6	0.005	28	333	25
7	0.006	12	110	6
8	0.007	10	1095	-7
9	0.008	-28	1717	-19
10	0.009	0	213	12
================================================================================

=== 采集时间: 2025-12-05 15:11:00 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	7	18	24
2	0.0001	3	9	16
3	0.0002	-2	18	13
4	0.0003	23	33	28
5	0.0004	1	5	18
6	0.0005	15	22	28
7	0.0006	7	13	20
8	0.0007	2	16	10
9	0.0008	20	28	27
10	0.0009	-7	6	27
11	0.0010	13	26	35
12	0.0011	3	16	14
13	0.0012	11	13	9
14	0.0013	15	27	28
15	0.0014	0	10	26
16	0.0015	7	23	26
17	0.0016	-8	13	14
18	0.0017	2	13	9
19	0.0018	9	18	14
20	0.0019	9	9	23
21	0.0020	11	16	28
22	0.0021	11	13	19
23	0.0022	5	20	3
24	0.0023	14	24	27
25	0.0024	0	5	19
26	0.0025	7	22	28
27	0.0026	3	18	18
28	0.0027	9	18	7
29	0.0028	14	19	26
30	0.0029	1	3	16
31	0.0030	9	26	33
32	0.0031	14	26	27
33	0.0032	5	13	11
34	0.0033	16	20	23
35	0.0034	0	3	18
36	0.0035	11	23	33
37	0.0036	13	28	27
38	0.0037	6	13	13
39	0.0038	16	10	22
40	0.0039	2	15	20
41	0.0040	14	30	32
42	0.0041	10	20	22
43	0.0042	5	7	2
44	0.0043	20	7	10
45	0.0044	9	11	18
46	0.0045	10	32	36
47	0.0046	3	26	15
48	0.0047	5	13	0
49	0.0048	5	13	14
50	0.0049	3	1	15
51	0.0050	16	26	41
52	0.0051	9	19	28
53	0.0052	10	20	7
54	0.0053	16	19	9
55	0.0054	11	-2	10
56	0.0055	6	13	30
57	0.0056	13	23	30
58	0.0057	9	23	13
59	0.0058	24	26	22
60	0.0059	14	2	15
61	0.0060	14	27	36
62	0.0061	18	14	19
63	0.0062	1	0	0
64	0.0063	18	33	27
65	0.0064	-4	13	28
66	0.0065	2	10	33
67	0.0066	7	19	27
68	0.0067	2	9	18
69	0.0068	22	30	23
70	0.0069	2	1	11
71	0.0070	10	9	30
72	0.0071	11	14	15
73	0.0072	5	10	10
74	0.0073	11	37	30
75	0.0074	-3	5	19
76	0.0075	5	18	30
77	0.0076	5	19	19
78	0.0077	6	11	1
79	0.0078	19	23	19
80	0.0079	6	2	20
81	0.0080	9	13	31
82	0.0081	11	23	16
83	0.0082	5	19	5
84	0.0083	10	19	9
85	0.0084	2	2	7
86	0.0085	2	10	30
87	0.0086	10	19	19
