
=== 采集时间: 2025-12-05 15:24:18 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
13	0.0012	-4	5	-4
14	0.0013	-3	13	19
15	0.0014	-19	-2	10
16	0.0015	-11	11	0
17	0.0016	-3	11	-2
18	0.0017	-2	-3	-2
19	0.0018	5	16	30
20	0.0019	-11	5	10
21	0.0020	-11	13	1
22	0.0021	-2	5	-14
23	0.0022	-7	-4	-7
24	0.0023	11	19	23
25	0.0024	9	14	20
26	0.0025	-11	5	6
27	0.0026	1	-2	-7
28	0.0027	-14	-7	-11
29	0.0028	7	16	19
30	0.0029	-4	3	13
31	0.0030	-11	-6	10
32	0.0031	1	3	-3
33	0.0032	-14	1	-6
34	0.0033	9	30	27
35	0.0034	-14	3	11
36	0.0035	-8	-2	5
37	0.0036	-2	13	-6
38	0.0037	-7	6	-6
39	0.0038	11	27	26
40	0.0039	-16	-8	5
41	0.0040	-11	-4	-6
42	0.0041	-8	7	-15
43	0.0042	-6	1	-8
44	0.0043	6	20	16
45	0.0044	-17	-15	6
46	0.0045	-8	-6	2
47	0.0046	-6	6	-8
48	0.0047	-8	1	-4
49	0.0048	5	13	16
50	0.0049	-15	-15	11
51	0.0050	-7	6	7
52	0.0051	-2	9	-4
53	0.0052	-4	7	-7
54	0.0053	2	13	18
55	0.0054	-4	0	16
56	0.0055	3	7	11
57	0.0056	9	19	2
58	0.0057	1	9	-2
59	0.0058	2	7	16
60	0.0059	-12	-2	10
61	0.0060	-10	6	2
62	0.0061	-3	0	-4
63	0.0062	-6	-4	-4
64	0.0063	2	5	16
65	0.0064	-10	6	7
66	0.0065	-6	13	10
67	0.0066	-4	3	-3
68	0.0067	-6	5	-7
69	0.0068	-4	3	11
70	0.0069	-12	1	9
71	0.0070	2	26	16
72	0.0071	6	22	2
73	0.0072	-4	-2	-12
74	0.0073	0	-2	6
75	0.0074	-14	2	11
76	0.0075	5	37	23
77	0.0076	10	19	5
78	0.0077	-6	-14	-8
79	0.0078	5	1	18
80	0.0079	-11	2	9
81	0.0080	3	27	13
82	0.0081	9	13	1
83	0.0082	-7	-14	-12
84	0.0083	13	6	10
85	0.0084	-8	2	11
86	0.0085	0	23	14
87	0.0086	-3	3	-6
88	0.0087	-14	-11	-15
89	0.0088	2	14	15
90	0.0089	-8	10	18
91	0.0090	6	26	22
92	0.0091	1	6	0
93	0.0092	-2	2	-4
94	0.0093	5	22	18
95	0.0094	-11	7	19
96	0.0095	-3	15	15
97	0.0096	0	3	2
98	0.0097	-6	6	-3
99	0.0098	6	16	20
100	0.0099	-11	-4	10

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	15	-750	24
2	0.001	24	-616	13
3	0.002	22	-463	13
4	0.003	36	1296	16
5	0.004	-4	2396	0
6	0.005	13	806	21
7	0.006	-13	2459	3
8	0.007	43	189	24
9	0.008	27	543	-7
10	0.009	-8	-526	-4
================================================================================

=== 采集时间: 2025-12-05 15:24:21 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-11	6	2
2	0.0001	-4	13	1
3	0.0002	-6	2	-3
4	0.0003	5	14	20
5	0.0004	-6	0	14
6	0.0005	-4	6	6
7	0.0006	-2	9	-7
8	0.0007	-8	-4	-3
9	0.0008	-7	1	14
10	0.0009	-15	-3	10
11	0.0010	-7	10	7
12	0.0011	0	10	2
13	0.0012	-7	-8	-14
14	0.0013	5	7	10
15	0.0014	-15	2	14
16	0.0015	-2	11	13
17	0.0016	2	13	-3
18	0.0017	-15	-3	-14
19	0.0018	-6	6	14
20	0.0019	-17	3	9
21	0.0020	3	16	16
22	0.0021	15	20	7
23	0.0022	-4	-2	0
24	0.0023	-3	7	16
25	0.0024	-11	0	6
26	0.0025	-6	10	7
27	0.0026	11	20	2
28	0.0027	-12	-8	-6
29	0.0028	-2	3	19
30	0.0029	-11	1	6
31	0.0030	-7	9	2
32	0.0031	7	9	-7
33	0.0032	-7	-15	-16
34	0.0033	0	7	19
35	0.0034	-4	0	14
36	0.0035	-6	6	11
37	0.0036	-2	7	-3
38	0.0037	-11	-6	-7
39	0.0038	-3	16	11
40	0.0039	-6	2	18
41	0.0040	-3	9	13
42	0.0041	9	15	2
43	0.0042	-3	1	1
44	0.0043	-2	18	14
45	0.0044	-8	6	11
46	0.0045	-10	-2	2
47	0.0046	3	11	0
48	0.0047	0	2	-4
49	0.0048	9	19	20
50	0.0049	-6	-3	10
51	0.0050	0	2	3
52	0.0051	5	14	0
53	0.0052	-3	5	0
54	0.0053	-3	7	16
55	0.0054	-17	-16	6
56	0.0055	-6	-3	5
57	0.0056	0	14	2
58	0.0057	-4	2	-7
59	0.0058	2	9	7
60	0.0059	-17	-7	2
61	0.0060	-4	10	7
62	0.0061	0	0	0
63	0.0062	1	-4	-16
64	0.0063	0	6	11
65	0.0064	-19	-3	5
66	0.0065	-14	-2	3
67	0.0066	-6	9	2
68	0.0067	-6	-3	-7
69	0.0068	0	9	10
70	0.0069	-19	-10	6
71	0.0070	-11	-6	6
72	0.0071	6	9	-6
73	0.0072	6	2	-12
74	0.0073	-7	5	6
75	0.0074	-19	6	10
76	0.0075	-20	11	1
77	0.0076	-2	18	-2
78	0.0077	-6	-6	-15
79	0.0078	-8	6	14
80	0.0079	-14	9	10
81	0.0080	-6	9	9
82	0.0081	6	7	-3
83	0.0082	-7	-14	-12
84	0.0083	-6	3	10
85	0.0084	-20	1	5
86	0.0085	-16	-2	3
87	0.0086	0	3	-4
88	0.0087	-6	-12	-15
89	0.0088	3	6	18
90	0.0089	-7	11	3
91	0.0090	-8	10	1
92	0.0091	-3	6	-4
93	0.0092	-12	-8	-10
94	0.0093	2	24	16
95	0.0094	-7	16	16
96	0.0095	-3	16	11
97	0.0096	2	1	-6
98	0.0097	-15	-8	-14
99	0.0098	-2	11	15
100	0.0099	-4	19	15

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	19	1134	1
2	0.001	30	486	14
3	0.002	67	-1877	14
4	0.003	39	69	7
5	0.004	11	-2248	-5
6	0.005	19	533	21
7	0.006	-11	-212	3
8	0.007	20	1089	16
9	0.008	27	-443	12
10	0.009	23	-739	-5
================================================================================

=== 采集时间: 2025-12-05 15:24:21 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-10	2	0
2	0.0001	-6	-8	-11
3	0.0002	-2	2	-15
4	0.0003	0	3	16
5	0.0004	-8	-4	16
6	0.0005	-4	6	7
7	0.0006	2	6	0
8	0.0007	-11	3	-7
9	0.0008	-7	3	14
10	0.0009	-12	-2	13
11	0.0010	-6	14	6
12	0.0011	5	15	5
13	0.0012	-3	6	-4
14	0.0013	2	10	14
15	0.0014	-16	0	7
16	0.0015	-4	9	6
17	0.0016	5	22	0
18	0.0017	-4	7	-2
19	0.0018	1	10	24
20	0.0019	-16	-11	10
21	0.0020	5	13	7
22	0.0021	9	18	10
23	0.0022	3	6	2
24	0.0023	7	5	14
25	0.0024	-6	-8	3
26	0.0025	-2	9	10
27	0.0026	5	23	10
28	0.0027	-4	10	-2
29	0.0028	1	2	15
30	0.0029	-2	-14	-3
31	0.0030	0	16	7
32	0.0031	2	16	11
33	0.0032	0	18	6
34	0.0033	0	18	18
35	0.0034	-8	-3	7
36	0.0035	-4	3	3
37	0.0036	2	10	9
38	0.0037	-2	16	5
39	0.0038	11	23	26
40	0.0039	1	-4	6
41	0.0040	-2	-4	-2
42	0.0041	0	9	2
43	0.0042	-12	2	1
44	0.0043	7	19	20
45	0.0044	-7	-11	2
46	0.0045	-3	-8	5
47	0.0046	5	6	1
48	0.0047	-6	13	-2
49	0.0048	6	15	16
50	0.0049	-17	-21	-2
51	0.0050	2	23	16
52	0.0051	5	3	5
53	0.0052	-3	-19	-12
54	0.0053	3	20	15
55	0.0054	-20	0	14
56	0.0055	3	14	6
57	0.0056	6	5	-3
58	0.0057	-2	-11	-8
59	0.0058	7	15	16
60	0.0059	-12	3	14
61	0.0060	-7	6	6
62	0.0061	3	2	-8
63	0.0062	-2	0	-7
64	0.0063	7	19	18
65	0.0064	-8	5	18
66	0.0065	-4	10	9
67	0.0066	2	1	-7
68	0.0067	-2	2	-8
69	0.0068	0	19	13
70	0.0069	-11	7	9
71	0.0070	-8	11	6
72	0.0071	1	5	-2
73	0.0072	-4	1	-8
74	0.0073	2	19	24
75	0.0074	-19	1	13
76	0.0075	-12	-4	-2
77	0.0076	5	-4	-7
78	0.0077	-12	-4	-6
79	0.0078	0	18	23
80	0.0079	-14	3	13
81	0.0080	-7	-8	1
82	0.0081	1	5	-7
83	0.0082	-8	2	-6
84	0.0083	5	27	26
85	0.0084	-16	6	10
86	0.0085	-2	3	0
87	0.0086	5	11	-6
88	0.0087	-7	1	0
89	0.0088	3	28	27
90	0.0089	-10	10	18
91	0.0090	-10	9	2
92	0.0091	-3	6	-15
93	0.0092	-6	-16	-14
94	0.0093	1	15	22
95	0.0094	-2	10	19
96	0.0095	-4	9	2
97	0.0096	0	6	-14
98	0.0097	-8	-12	-16
99	0.0098	-7	9	14
100	0.0099	-2	9	11

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	40	2605	24
2	0.001	1	169	1
3	0.002	50	696	5
4	0.003	11	-364	10
5	0.004	-4	510	-5
6	0.005	-16	1160	-5
7	0.006	10	1495	-4
8	0.007	-6	1330	-3
9	0.008	18	-2021	5
10	0.009	41	-32	5
================================================================================

=== 采集时间: 2025-12-05 15:24:21 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	9	2	1
2	0.0001	6	3	2
3	0.0002	2	1	2
4	0.0003	0	9	19
5	0.0004	-10	9	15
6	0.0005	-8	2	6
7	0.0006	1	15	5
8	0.0007	-2	9	-3
9	0.0008	3	10	23
10	0.0009	1	16	13
11	0.0010	2	13	18
12	0.0011	3	26	9
13	0.0012	3	13	-3
14	0.0013	0	3	15
15	0.0014	-7	16	14
16	0.0015	1	19	14
17	0.0016	7	23	5
18	0.0017	1	1	-3
19	0.0018	0	-3	13
20	0.0019	-6	5	15
21	0.0020	-2	18	9
22	0.0021	3	18	6
23	0.0022	-6	-4	-4
24	0.0023	-7	-12	13
25	0.0024	-4	5	7
26	0.0025	-2	16	10
27	0.0026	5	19	3
28	0.0027	-4	0	-10
29	0.0028	0	1	18
30	0.0029	-14	6	7
31	0.0030	-2	18	9
32	0.0031	6	24	3
33	0.0032	-7	-3	-8
34	0.0033	0	9	14
35	0.0034	-12	7	14
36	0.0035	-10	14	14
37	0.0036	9	18	7
38	0.0037	-3	-3	-11
39	0.0038	3	3	9
40	0.0039	-10	-4	10
41	0.0040	-7	3	5
42	0.0041	0	15	0
43	0.0042	-10	-3	-10
44	0.0043	-2	-4	7
45	0.0044	-11	-4	6
46	0.0045	-6	14	5
47	0.0046	6	14	6
48	0.0047	0	-7	-10
49	0.0048	1	-4	10
50	0.0049	-12	-2	6
51	0.0050	-8	-2	-2
52	0.0051	-3	9	3
53	0.0052	-8	-3	-6
54	0.0053	0	6	16
55	0.0054	-11	-2	5
56	0.0055	-8	-4	-4
57	0.0056	7	15	1
58	0.0057	-6	2	-7
59	0.0058	-3	9	22
60	0.0059	-15	-12	2
61	0.0060	-14	2	2
62	0.0061	-2	28	10
63	0.0062	-6	9	6
64	0.0063	-2	14	18
65	0.0064	-12	-8	7
66	0.0065	-8	2	2
67	0.0066	9	27	10
68	0.0067	-10	13	2
69	0.0068	-2	7	18
70	0.0069	-12	-12	5
71	0.0070	-7	1	5
72	0.0071	6	24	3
73	0.0072	-8	3	-2
74	0.0073	-6	-8	2
75	0.0074	-12	-17	-3
76	0.0075	-2	5	7
77	0.0076	6	24	6
78	0.0077	-6	6	-2
79	0.0078	-8	-6	9
80	0.0079	-15	-11	1
81	0.0080	-7	9	0
82	0.0081	2	24	1
83	0.0082	-7	1	-2
84	0.0083	-2	1	13
85	0.0084	-6	9	13
86	0.0085	-3	11	10
87	0.0086	0	15	-2
88	0.0087	-4	7	-11
89	0.0088	3	10	16
90	0.0089	-11	3	13
91	0.0090	-2	6	10
92	0.0091	1	16	1
93	0.0092	0	-8	-3
94	0.0093	2	9	14
95	0.0094	-12	-6	14
96	0.0095	-2	3	6
97	0.0096	6	11	2
98	0.0097	-6	-4	-7
99	0.0098	2	9	18
100	0.0099	-17	-7	2

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	19	892	-5
2	0.001	27	-34	3
3	0.002	30	178	13
4	0.003	34	1025	-3
5	0.004	37	1189	12
6	0.005	-11	1621	19
7	0.006	6	-2505	3
8	0.007	47	-336	13
9	0.008	32	-1240	2
10	0.009	19	208	15
================================================================================

=== 采集时间: 2025-12-05 15:24:22 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-2	18	5
2	0.0001	5	14	-4
3	0.0002	-8	-14	-17
4	0.0003	-8	-7	16
5	0.0004	-10	16	19
6	0.0005	2	19	7
7	0.0006	3	10	-2
8	0.0007	-15	-16	-19
9	0.0008	-7	6	16
10	0.0009	-12	9	14
11	0.0010	9	15	9
12	0.0011	3	6	-2
13	0.0012	-12	-17	-12
14	0.0013	-7	-3	9
15	0.0014	-21	5	5
16	0.0015	-3	10	2
17	0.0016	-8	-2	-4
18	0.0017	-10	-8	-2
19	0.0018	-8	-4	11
20	0.0019	-15	5	10
21	0.0020	0	9	5
22	0.0021	1	2	-4
23	0.0022	-12	-3	-14
24	0.0023	-15	3	13
25	0.0024	-20	5	5
26	0.0025	-3	15	1
27	0.0026	3	9	0
28	0.0027	-6	-2	-12
29	0.0028	-10	2	14
30	0.0029	-19	6	11
31	0.0030	-3	10	3
32	0.0031	6	6	5
33	0.0032	-8	-4	-10
34	0.0033	-6	-2	18
35	0.0034	-16	3	5
36	0.0035	-3	0	-3
37	0.0036	5	5	3
38	0.0037	-4	-2	0
39	0.0038	-7	5	16
40	0.0039	-12	3	5
41	0.0040	-10	1	-3
42	0.0041	3	7	1
43	0.0042	-2	7	-10
44	0.0043	5	16	22
45	0.0044	-10	5	11
46	0.0045	-2	9	7
47	0.0046	1	13	0
48	0.0047	-3	5	2
49	0.0048	-3	9	20
50	0.0049	-14	0	10
51	0.0050	-7	10	2
52	0.0051	1	9	0
53	0.0052	-2	5	3
54	0.0053	2	9	19
55	0.0054	-12	-6	6
56	0.0055	-10	-3	-7
57	0.0056	-2	6	-4
58	0.0057	-3	6	0
59	0.0058	5	14	28
60	0.0059	-10	-7	9
61	0.0060	-2	15	6
62	0.0061	13	27	5
63	0.0062	0	7	-6
64	0.0063	-4	-2	16
65	0.0064	-14	-8	9
66	0.0065	-15	6	6
67	0.0066	5	14	-2
68	0.0067	-2	-4	-15
69	0.0068	-3	-7	10
70	0.0069	-8	-2	9
71	0.0070	-10	6	3
72	0.0071	0	10	-2
73	0.0072	-8	0	-11
74	0.0073	-8	2	23
75	0.0074	-10	11	15
76	0.0075	-3	9	2
77	0.0076	3	13	2
78	0.0077	0	1	0
79	0.0078	1	15	26
80	0.0079	-11	16	18
81	0.0080	-10	2	1
82	0.0081	0	10	-7
83	0.0082	2	7	-10
84	0.0083	0	13	18
85	0.0084	-7	7	14
86	0.0085	-6	2	-3
87	0.0086	1	3	-4
88	0.0087	-8	-7	-7
89	0.0088	0	14	20
90	0.0089	-8	9	16
91	0.0090	-6	-7	-3
92	0.0091	2	-3	-7
93	0.0092	-8	-2	0
94	0.0093	1	14	23
95	0.0094	-8	9	6
96	0.0095	-6	3	5
97	0.0096	0	9	0
98	0.0097	-6	5	-7
99	0.0098	1	13	18
100	0.0099	-6	16	13

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	32	-403	19
2	0.001	-11	967	5
3	0.002	-15	1613	4
4	0.003	-23	36	-2
5	0.004	16	-678	14
6	0.005	31	-843	22
7	0.006	16	3594	2
8	0.007	-10	447	2
9	0.008	-13	947	21
10	0.009	11	915	15
================================================================================

=== 采集时间: 2025-12-05 15:24:22 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-4	9	-3
2	0.0001	0	1	-2
3	0.0002	-2	1	-12
4	0.0003	3	19	28
5	0.0004	-12	15	9
6	0.0005	-11	2	0
7	0.0006	0	7	-2
8	0.0007	-10	3	-4
9	0.0008	0	14	20
10	0.0009	-8	10	10
11	0.0010	-3	-2	-3
12	0.0011	0	0	-10
13	0.0012	-2	2	-4
14	0.0013	-7	6	20
15	0.0014	-8	10	13
16	0.0015	-12	2	-8
17	0.0016	1	0	-7
18	0.0017	0	2	-4
19	0.0018	1	9	20
20	0.0019	-11	3	14
21	0.0020	-8	2	0
22	0.0021	2	13	6
23	0.0022	-10	3	-7
24	0.0023	-2	10	15
25	0.0024	-12	6	10
26	0.0025	-3	9	1
27	0.0026	10	15	3
28	0.0027	-7	0	-7
29	0.0028	-2	9	16
30	0.0029	-14	2	6
31	0.0030	-6	11	-4
32	0.0031	3	2	-4
33	0.0032	-7	-11	-10
34	0.0033	-4	-4	13
35	0.0034	-10	5	10
36	0.0035	-6	9	5
37	0.0036	0	3	-4
38	0.0037	-14	-12	-4
39	0.0038	-3	6	15
40	0.0039	-11	11	10
41	0.0040	-2	9	-2
42	0.0041	7	3	-4
43	0.0042	-4	-10	-6
44	0.0043	0	11	16
45	0.0044	-8	19	16
46	0.0045	-3	26	5
47	0.0046	2	2	-6
48	0.0047	-3	-3	-3
49	0.0048	1	7	18
50	0.0049	1	23	16
51	0.0050	-2	2	-4
52	0.0051	1	19	0
53	0.0052	-6	-7	-10
54	0.0053	-4	1	10
55	0.0054	-8	3	9
56	0.0055	-8	9	6
57	0.0056	0	20	3
58	0.0057	-6	-4	-7
59	0.0058	5	5	20
60	0.0059	-4	7	13
61	0.0060	-4	11	6
62	0.0061	1	15	7
63	0.0062	-4	0	0
64	0.0063	5	9	28
65	0.0064	-2	9	18
66	0.0065	-3	5	2
67	0.0066	9	14	2
68	0.0067	-4	-8	-6
69	0.0068	7	11	30
70	0.0069	-4	9	16
71	0.0070	3	18	9
72	0.0071	1	10	5
73	0.0072	-10	-11	-6
74	0.0073	3	11	15
75	0.0074	-3	15	13
76	0.0075	0	11	10
77	0.0076	10	14	2
78	0.0077	-2	-2	-2
79	0.0078	3	16	23
80	0.0079	-2	14	13
81	0.0080	1	7	2
82	0.0081	5	13	-3
83	0.0082	-7	1	-3
84	0.0083	0	14	18
85	0.0084	-7	11	14
86	0.0085	0	5	6
87	0.0086	11	13	5
88	0.0087	-4	-7	-7
89	0.0088	1	3	16
90	0.0089	-10	1	14
91	0.0090	-2	7	11
92	0.0091	13	10	6
93	0.0092	-6	-10	-3
94	0.0093	-7	-2	18
95	0.0094	-12	5	2
96	0.0095	-2	14	0
97	0.0096	7	15	7
98	0.0097	-4	-6	-11
99	0.0098	-3	5	19
100	0.0099	-7	19	20

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	15	-886	9
2	0.001	42	-795	12
3	0.002	25	2508	13
4	0.003	-4	1403	14
5	0.004	12	783	18
6	0.005	34	1788	20
7	0.006	20	486	2
8	0.007	-3	-151	4
9	0.008	49	-1258	12
10	0.009	60	540	29
================================================================================

=== 采集时间: 2025-12-05 15:24:22 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	3	10	5
2	0.0001	9	23	7
3	0.0002	5	3	3
4	0.0003	5	13	22
5	0.0004	-12	-2	10
6	0.0005	-7	6	1
7	0.0006	9	22	5
8	0.0007	3	3	2
9	0.0008	0	3	20
10	0.0009	-11	-2	10
11	0.0010	0	10	1
12	0.0011	7	9	-2
13	0.0012	-3	1	10
14	0.0013	-4	10	23
15	0.0014	-8	3	7
16	0.0015	-4	13	-7
17	0.0016	9	20	7
18	0.0017	-2	3	3
19	0.0018	-2	6	31
20	0.0019	-6	2	11
21	0.0020	7	7	-4
22	0.0021	9	27	1
23	0.0022	-4	-2	-3
24	0.0023	-8	9	20
25	0.0024	-8	5	13
26	0.0025	-4	10	-2
27	0.0026	11	14	0
28	0.0027	1	-7	-11
29	0.0028	3	7	19
30	0.0029	5	18	18
31	0.0030	-2	-3	-4
32	0.0031	3	1	-4
33	0.0032	-14	-6	-2
34	0.0033	-3	18	31
35	0.0034	2	27	18
36	0.0035	-3	-6	-2
37	0.0036	1	-2	-10
38	0.0037	-4	0	-7
39	0.0038	2	24	31
40	0.0039	-3	16	16
41	0.0040	-10	-11	0
42	0.0041	-3	1	0
43	0.0042	-4	6	-4
44	0.0043	0	19	22
45	0.0044	-6	6	10
46	0.0045	-8	-15	-8
47	0.0046	0	-2	-7
48	0.0047	-10	-4	2
49	0.0048	0	18	18
50	0.0049	-14	14	10
51	0.0050	-6	10	2
52	0.0051	10	14	3
53	0.0052	-3	-4	-4
54	0.0053	-8	6	20
55	0.0054	-16	6	10
56	0.0055	-10	7	-4
57	0.0056	9	14	-3
58	0.0057	0	-7	-4
59	0.0058	-3	3	15
60	0.0059	-14	5	3
61	0.0060	-10	6	-6
62	0.0061	9	11	2
63	0.0062	-2	2	2
64	0.0063	0	10	22
65	0.0064	-14	7	11
66	0.0065	-3	7	-2
67	0.0066	15	9	-2
68	0.0067	-2	0	1
69	0.0068	5	11	27
70	0.0069	-14	9	11
71	0.0070	-10	14	-3
72	0.0071	6	16	-2
73	0.0072	-11	-4	-7
74	0.0073	-11	3	16
75	0.0074	-14	11	11
76	0.0075	0	13	1
77	0.0076	9	10	0
78	0.0077	-6	-8	-3
79	0.0078	-10	1	14
80	0.0079	-11	10	14
81	0.0080	-8	6	-4
82	0.0081	3	1	0
83	0.0082	-8	-17	-3
84	0.0083	0	5	16
85	0.0084	-8	9	6
86	0.0085	-6	5	-8
87	0.0086	3	7	-4
88	0.0087	-11	-8	-3
89	0.0088	0	14	27
90	0.0089	-6	14	16
91	0.0090	-6	10	0
92	0.0091	6	9	-2
93	0.0092	-6	-3	-8
94	0.0093	1	13	22
95	0.0094	-7	11	14
96	0.0095	-12	1	-2
97	0.0096	-3	6	0
98	0.0097	-10	-7	-6
99	0.0098	0	9	22
100	0.0099	-8	5	3

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	10	639	-6
2	0.001	12	-609	10
3	0.002	48	1128	9
4	0.003	5	1190	13
5	0.004	11	788	11
6	0.005	-8	-1189	3
7	0.006	-20	-1832	3
8	0.007	5	-370	-6
9	0.008	32	-1600	-4
10	0.009	1	-121	4
================================================================================

=== 采集时间: 2025-12-05 15:24:23 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-10	9	1
2	0.0001	0	1	-3
3	0.0002	-8	-11	-19
4	0.0003	-4	3	10
5	0.0004	-15	3	5
6	0.0005	-12	2	-2
7	0.0006	0	10	6
8	0.0007	-12	-12	-6
9	0.0008	1	1	14
10	0.0009	-6	6	7
11	0.0010	-3	5	0
12	0.0011	10	13	5
13	0.0012	-7	-12	-4
14	0.0013	-8	-4	14
15	0.0014	-14	1	7
16	0.0015	-3	15	-3
17	0.0016	11	27	5
18	0.0017	-2	-8	0
19	0.0018	1	3	11
20	0.0019	-4	5	1
21	0.0020	0	24	6
22	0.0021	2	16	7
23	0.0022	-4	-4	1
24	0.0023	-7	3	19
25	0.0024	-6	7	10
26	0.0025	1	18	2
27	0.0026	9	11	2
28	0.0027	-3	0	2
29	0.0028	0	3	16
30	0.0029	-4	2	5
31	0.0030	-6	9	-8
32	0.0031	3	9	2
33	0.0032	-12	-7	-6
34	0.0033	-2	2	15
35	0.0034	-8	6	-2
36	0.0035	-7	0	-6
37	0.0036	1	10	0
38	0.0037	-8	-2	0
39	0.0038	2	9	24
40	0.0039	-6	6	9
41	0.0040	-7	2	-11
42	0.0041	3	15	-2
43	0.0042	-12	-8	-3
44	0.0043	-4	11	18
45	0.0044	-11	5	3
46	0.0045	-7	3	-6
47	0.0046	0	13	-2
48	0.0047	-6	1	2
49	0.0048	0	13	19
50	0.0049	-10	-3	2
51	0.0050	2	5	0
52	0.0051	9	18	9
53	0.0052	-6	10	5
54	0.0053	-2	16	10
55	0.0054	-7	5	6
56	0.0055	-4	6	0
57	0.0056	6	18	13
58	0.0057	-2	16	10
59	0.0058	1	3	14
60	0.0059	2	2	5
61	0.0060	2	9	0
62	0.0061	0	18	1
63	0.0062	-12	-2	1
64	0.0063	-10	-2	11
65	0.0064	-10	-6	0
66	0.0065	0	3	0
67	0.0066	7	6	5
68	0.0067	-4	-6	-3
69	0.0068	-3	-2	7
70	0.0069	-19	-11	-2
71	0.0070	-8	6	-6
72	0.0071	-3	13	5
73	0.0072	-6	-2	2
74	0.0073	-4	5	15
75	0.0074	-4	3	0
76	0.0075	-4	14	-6
77	0.0076	11	19	7
78	0.0077	0	10	7
79	0.0078	2	13	26
80	0.0079	-11	6	7
81	0.0080	0	16	3
82	0.0081	6	16	10
83	0.0082	3	1	9
84	0.0083	0	6	28
85	0.0084	-11	0	6
86	0.0085	-2	7	-2
87	0.0086	10	13	13
88	0.0087	2	-2	3
89	0.0088	6	13	22
90	0.0089	-4	3	7
91	0.0090	-2	10	1
92	0.0091	5	15	2
93	0.0092	-3	0	2
94	0.0093	-3	13	16
95	0.0094	-8	14	18
96	0.0095	-2	14	0
97	0.0096	14	16	3
98	0.0097	-3	1	6
99	0.0098	-2	5	24
100	0.0099	-8	13	7

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	12	-659	6
2	0.001	-8	-859	13
3	0.002	1	-896	9
4	0.003	5	-621	19
5	0.004	43	2588	16
6	0.005	19	175	19
7	0.006	6	2601	18
8	0.007	28	-101	9
9	0.008	18	294	-3
10	0.009	15	-614	-3
================================================================================

=== 采集时间: 2025-12-05 15:24:23 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-7	3	-3
2	0.0001	3	9	-3
3	0.0002	-11	-11	-8
4	0.0003	-8	9	15
5	0.0004	-7	13	10
6	0.0005	0	13	0
7	0.0006	6	6	5
8	0.0007	-6	-21	-4
9	0.0008	-3	10	23
10	0.0009	-8	33	24
11	0.0010	-6	15	-4
12	0.0011	0	-7	-6
13	0.0012	-14	-28	-8
14	0.0013	-8	11	24
15	0.0014	0	37	23
16	0.0015	5	9	-4
17	0.0016	2	-14	-7
18	0.0017	-8	-16	0
19	0.0018	-6	18	18
20	0.0019	-8	27	14
21	0.0020	-3	-7	1
22	0.0021	-2	-8	1
23	0.0022	5	2	5
24	0.0023	2	15	20
25	0.0024	-2	16	10
26	0.0025	-11	-4	-8
27	0.0026	0	5	-10
28	0.0027	-3	6	5
29	0.0028	-4	9	19
