
=== 采集时间: 2025-12-05 15:24:18 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
100	0.0099	-27	23	70

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	971	-761	-697
2	0.001	504	2616	-336
3	0.002	525	37	6
4	0.003	758	1799	333
5	0.004	311	-693	432
6	0.005	193	980	-892
7	0.006	42	703	-905
8	0.007	276	1672	-756
9	0.008	531	1305	-535
10	0.009	404	1235	-569
================================================================================

=== 采集时间: 2025-12-05 15:24:49 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	6	0	-29
2	0.0001	26	49	-40
3	0.0002	-24	39	19
4	0.0003	-37	24	123
5	0.0004	35	-7	35
6	0.0005	1	-21	-8
7	0.0006	-62	30	66
8	0.0007	-19	90	2
9	0.0008	-8	5	-37
10	0.0009	28	-42	-19
11	0.0010	0	-6	-12
12	0.0011	63	47	110
13	0.0012	-29	64	92
14	0.0013	103	6	-24
15	0.0014	-7	11	-37
16	0.0015	109	-36	-72
17	0.0016	26	45	-15
18	0.0017	83	35	-31
19	0.0018	-75	19	9
20	0.0019	-46	-50	103
21	0.0020	-87	37	-42
22	0.0021	-24	-7	48
23	0.0022	-61	56	44
24	0.0023	33	-49	-24
25	0.0024	-53	-33	-3
26	0.0025	49	-11	-40
27	0.0026	-14	27	0
28	0.0027	6	19	91
29	0.0028	33	40	-42
30	0.0029	11	-79	-57
31	0.0030	69	28	20
32	0.0031	-49	-12	27
33	0.0032	113	57	-45
34	0.0033	-44	18	50
35	0.0034	-74	-53	62
36	0.0035	5	37	-139
37	0.0036	-29	3	82
38	0.0037	-58	83	92
39	0.0038	-15	-23	2
40	0.0039	70	-4	-118
41	0.0040	-3	-91	70
42	0.0041	-151	71	58
43	0.0042	78	77	7
44	0.0043	-87	-24	-14
45	0.0044	26	-117	-61
46	0.0045	-12	-14	-25
47	0.0046	74	50	99
48	0.0047	11	57	36
49	0.0048	18	30	27
50	0.0049	-128	-71	48
51	0.0050	28	39	-27
52	0.0051	-102	2	-3
53	0.0052	74	5	44
54	0.0053	-105	-11	61
55	0.0054	56	108	140
56	0.0055	-92	94	19
57	0.0056	36	-155	-38
58	0.0057	5	-36	-238
59	0.0058	13	-67	37
60	0.0059	53	164	58
61	0.0060	3	45	125
62	0.0061	22	151	44
63	0.0062	45	-59	6
64	0.0063	-42	-58	-25
65	0.0064	20	-32	-85
66	0.0065	-6	75	80
67	0.0066	-58	130	91
68	0.0067	32	-58	-6
69	0.0068	-117	-78	22
70	0.0069	-31	-19	65
71	0.0070	-17	58	-83
72	0.0071	91	70	-12
73	0.0072	28	-67	-2
74	0.0073	-37	-29	41
75	0.0074	66	47	-134
76	0.0075	-81	18	-14
77	0.0076	45	14	69
78	0.0077	-49	-28	-101
79	0.0078	93	-50	5
80	0.0079	-75	7	-42
81	0.0080	0	-14	30
82	0.0081	-29	105	70
83	0.0082	15	-27	14
84	0.0083	-14	11	16
85	0.0084	-28	-50	28
86	0.0085	-15	39	-81
87	0.0086	2	-12	86
88	0.0087	14	126	147
89	0.0088	-12	5	87
90	0.0089	43	-36	-29
91	0.0090	-110	-79	-96
92	0.0091	33	62	-2
93	0.0092	32	122	-38
94	0.0093	112	-3	61
95	0.0094	-45	-34	84
96	0.0095	-17	-50	-28
97	0.0096	-54	36	-85
98	0.0097	71	61	67
99	0.0098	-130	66	142
100	0.0099	125	-44	-38

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-115	-1107	518
2	0.001	109	2594	689
3	0.002	-328	-356	1094
4	0.003	-865	1093	1144
5	0.004	-641	-85	751
6	0.005	-663	471	758
7	0.006	611	-755	-255
8	0.007	505	-105	-114
9	0.008	507	521	92
10	0.009	770	82	48
================================================================================

=== 采集时间: 2025-12-05 15:24:49 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-93	5	156
2	0.0001	-27	41	2
3	0.0002	18	-25	-126
4	0.0003	40	-36	-34
5	0.0004	13	-91	-67
6	0.0005	2	40	11
7	0.0006	-17	70	117
8	0.0007	-3	57	40
9	0.0008	-50	-118	-36
10	0.0009	-41	-114	-80
11	0.0010	-3	-19	-67
12	0.0011	30	84	5
13	0.0012	-27	184	210
14	0.0013	-4	24	69
15	0.0014	35	-83	-46
16	0.0015	-44	-119	-4
17	0.0016	-2	146	35
18	0.0017	73	158	74
19	0.0018	-6	61	71
20	0.0019	-12	-140	41
21	0.0020	13	-76	-59
22	0.0021	-10	-37	-110
23	0.0022	120	84	-29
24	0.0023	-53	27	41
25	0.0024	124	-17	-55
26	0.0025	-38	0	120
27	0.0026	-59	31	138
28	0.0027	-15	109	-37
29	0.0028	-51	-4	58
30	0.0029	-119	-85	-2
31	0.0030	37	-7	-106
32	0.0031	-17	60	10
33	0.0032	-10	32	146
34	0.0033	-3	-2	53
35	0.0034	70	-6	6
36	0.0035	14	-40	-77
37	0.0036	97	-19	-123
38	0.0037	11	58	44
39	0.0038	63	24	44
40	0.0039	-7	-24	-36
41	0.0040	75	-37	-24
42	0.0041	-147	-19	76
43	0.0042	35	50	-115
44	0.0043	-3	70	-62
45	0.0044	-42	-2	95
46	0.0045	-4	3	18
47	0.0046	-27	-51	56
48	0.0047	16	-6	-89
49	0.0048	28	-48	-91
50	0.0049	26	-15	-97
51	0.0050	-11	2	-75
52	0.0051	11	9	30
53	0.0052	-10	-19	-7
54	0.0053	33	-12	31
55	0.0054	-8	45	84
56	0.0055	2	1	-4
57	0.0056	-2	36	-20
58	0.0057	3	-12	-28
59	0.0058	-21	-3	39
60	0.0059	-50	-6	14
61	0.0060	-20	-10	23
62	0.0061	-24	-3	60
63	0.0062	-46	-65	40
64	0.0063	-12	35	-64
65	0.0064	-27	-12	33
66	0.0065	-66	27	3
67	0.0066	40	15	52
68	0.0067	67	13	2
69	0.0068	32	-31	9
70	0.0069	-11	9	-2
71	0.0070	3	35	6
72	0.0071	2	91	61
73	0.0072	-16	6	37
74	0.0073	43	2	-41
75	0.0074	50	-102	-63
76	0.0075	0	13	-47
77	0.0076	57	82	52
78	0.0077	13	80	-15
79	0.0078	16	-61	-40
80	0.0079	-83	-65	-14
81	0.0080	-33	-33	52
82	0.0081	35	73	18
83	0.0082	33	37	92
84	0.0083	108	13	0
85	0.0084	-28	-20	-2
86	0.0085	11	30	1
87	0.0086	-72	54	15
88	0.0087	40	-19	-32
89	0.0088	27	-49	-110
90	0.0089	37	-105	-27
91	0.0090	-33	75	133
92	0.0091	-11	287	177
93	0.0092	36	100	159
94	0.0093	-17	-178	-136
95	0.0094	-3	-217	-124
96	0.0095	26	117	-12
97	0.0096	44	134	35
98	0.0097	96	114	70
99	0.0098	-11	-92	19
100	0.0099	2	-155	-134

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	164	-56	-1058
2	0.001	531	-538	-916
3	0.002	159	-223	-918
4	0.003	160	3845	-713
5	0.004	345	721	-522
6	0.005	-1156	1687	267
7	0.006	-653	1038	194
8	0.007	-675	1184	241
9	0.008	-631	187	-176
10	0.009	-641	324	-344
================================================================================

=== 采集时间: 2025-12-05 15:24:50 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	36	41	101
2	0.0001	20	-67	-137
3	0.0002	67	-23	-63
4	0.0003	-2	69	108
5	0.0004	19	-11	22
6	0.0005	74	73	-8
7	0.0006	73	-76	-51
8	0.0007	44	-74	-187
9	0.0008	73	-24	-55
10	0.0009	-87	96	65
11	0.0010	-57	-4	69
12	0.0011	-67	50	-10
13	0.0012	-78	-112	66
14	0.0013	-42	97	153
15	0.0014	-70	-65	5
16	0.0015	58	49	-79
17	0.0016	52	-32	-49
18	0.0017	56	23	-17
19	0.0018	33	99	123
20	0.0019	-32	6	95
21	0.0020	-19	-15	-25
22	0.0021	60	18	-4
23	0.0022	-78	-33	52
24	0.0023	50	47	43
25	0.0024	-38	45	-29
26	0.0025	-24	-46	41
27	0.0026	-40	23	-11
28	0.0027	-21	-71	-2
29	0.0028	5	109	53
30	0.0029	30	-25	43
31	0.0030	97	36	-67
32	0.0031	67	-8	54
33	0.0032	-38	-3	-20
34	0.0033	78	53	-64
35	0.0034	13	2	44
36	0.0035	-54	-33	45
37	0.0036	2	16	-76
38	0.0037	-29	35	30
39	0.0038	-106	-19	79
40	0.0039	-6	26	-29
41	0.0040	-33	-46	10
42	0.0041	-125	-32	65
43	0.0042	-45	-75	-25
44	0.0043	0	101	44
45	0.0044	-21	-65	33
46	0.0045	74	-7	-3
47	0.0046	-29	-40	-17
48	0.0047	41	19	2
49	0.0048	-36	39	6
50	0.0049	87	16	16
51	0.0050	-76	33	16
52	0.0051	73	-42	24
53	0.0052	-58	53	-100
54	0.0053	10	0	15
55	0.0054	-105	10	14
56	0.0055	-6	-12	-34
57	0.0056	5	61	70
58	0.0057	-58	37	144
59	0.0058	-21	37	91
60	0.0059	11	-10	-11
61	0.0060	-81	22	39
62	0.0061	-29	33	70
63	0.0062	-70	-8	-51
64	0.0063	61	28	83
65	0.0064	-62	32	45
66	0.0065	-28	19	74
67	0.0066	-2	109	66
68	0.0067	-88	-75	-31
69	0.0068	37	-76	-140
70	0.0069	22	-54	-71
71	0.0070	-6	66	118
72	0.0071	20	79	61
73	0.0072	20	5	31
74	0.0073	-41	-33	80
75	0.0074	-58	-32	69
76	0.0075	7	86	-4
77	0.0076	30	70	2
78	0.0077	-32	-42	54
79	0.0078	-12	60	36
80	0.0079	-37	28	104
81	0.0080	-57	-50	-57
82	0.0081	49	-7	-76
83	0.0082	-6	-51	-134
84	0.0083	138	-31	-104
85	0.0084	61	-75	-34
86	0.0085	2	52	33
87	0.0086	41	208	193
88	0.0087	-11	-55	-45
89	0.0088	-29	-104	-36
90	0.0089	-57	-45	-85
91	0.0090	-16	86	-40
92	0.0091	107	185	58
93	0.0092	-94	-49	195
94	0.0093	75	-20	-61
95	0.0094	-75	-123	-117
96	0.0095	-58	-14	-37
97	0.0096	-17	131	82
98	0.0097	-29	48	48
99	0.0098	122	13	86
100	0.0099	-128	-155	142

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	639	-1638	-249
2	0.001	562	-1464	27
3	0.002	900	-2340	-58
4	0.003	806	-1179	394
5	0.004	178	-103	663
6	0.005	-3	1024	573
7	0.006	567	-373	-808
8	0.007	607	-913	-666
9	0.008	849	-1228	-838
10	0.009	716	2718	-28
================================================================================

=== 采集时间: 2025-12-05 15:24:50 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-25	-11	-29
2	0.0001	62	-15	-44
3	0.0002	62	1	-16
4	0.0003	41	-17	-15
5	0.0004	139	2	-59
6	0.0005	20	-24	-62
7	0.0006	-44	-44	-23
8	0.0007	2	67	-37
9	0.0008	-58	14	41
10	0.0009	1	27	79
11	0.0010	-23	7	118
12	0.0011	-28	-25	35
13	0.0012	-6	-12	-81
14	0.0013	5	23	-36
15	0.0014	-28	15	6
16	0.0015	32	50	-6
17	0.0016	65	-17	18
18	0.0017	28	-25	-28
19	0.0018	-6	-19	30
20	0.0019	37	99	16
21	0.0020	-7	32	16
22	0.0021	-12	20	39
23	0.0022	-63	-8	32
24	0.0023	-46	-63	-3
25	0.0024	22	44	2
26	0.0025	-31	-53	-40
27	0.0026	13	-7	-14
28	0.0027	-66	91	131
29	0.0028	-45	171	190
30	0.0029	-6	-17	-15
31	0.0030	-34	-157	-49
32	0.0031	30	-8	-50
33	0.0032	9	0	-21
34	0.0033	33	117	23
35	0.0034	-8	33	112
36	0.0035	-40	-61	40
37	0.0036	-33	-93	-83
38	0.0037	88	-7	-104
39	0.0038	84	84	-20
40	0.0039	-2	-21	41
41	0.0040	78	-10	-83
42	0.0041	-37	-41	-25
43	0.0042	-58	-29	-7
44	0.0043	-51	11	33
45	0.0044	18	75	75
46	0.0045	-19	37	19
47	0.0046	-10	-10	13
48	0.0047	-33	-15	13
49	0.0048	-7	16	54
50	0.0049	-27	107	110
51	0.0050	-8	-8	32
52	0.0051	19	1	-121
53	0.0052	-46	-122	-29
54	0.0053	0	56	46
55	0.0054	97	92	48
56	0.0055	41	33	-25
57	0.0056	-34	-62	50
58	0.0057	-47	-46	-97
59	0.0058	26	53	-68
60	0.0059	79	75	15
61	0.0060	79	-15	-71
62	0.0061	31	-10	44
63	0.0062	-44	14	84
64	0.0063	70	48	-23
65	0.0064	-17	39	-17
66	0.0065	10	-49	24
67	0.0066	-20	83	-66
68	0.0067	13	-14	50
69	0.0068	-121	30	99
70	0.0069	23	-11	10
71	0.0070	-55	35	3
72	0.0071	-25	-2	144
73	0.0072	-32	-40	-31
74	0.0073	41	35	99
75	0.0074	-23	33	30
76	0.0075	41	-3	33
77	0.0076	-31	13	-46
78	0.0077	-2	-28	16
79	0.0078	-71	36	19
80	0.0079	11	-23	13
81	0.0080	-33	22	-6
82	0.0081	-2	-15	13
83	0.0082	32	41	6
84	0.0083	-12	44	39
85	0.0084	40	58	44
86	0.0085	7	23	-44
87	0.0086	32	-4	60
88	0.0087	-47	6	7
89	0.0088	44	-41	27
90	0.0089	14	48	11
91	0.0090	71	37	24
92	0.0091	-10	37	28
93	0.0092	6	-7	-29
94	0.0093	-27	-91	-143
95	0.0094	60	47	7
96	0.0095	-66	64	91
97	0.0096	-21	14	74
98	0.0097	-20	33	9
99	0.0098	-81	-132	20
100	0.0099	-28	60	73

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	266	-417	-1025
2	0.001	463	-94	-820
3	0.002	492	1911	-774
4	0.003	767	962	-766
5	0.004	1083	133	-951
6	0.005	612	2093	-37
7	0.006	-649	503	-76
8	0.007	-520	868	-202
9	0.008	-140	3	-604
10	0.009	-159	1616	-349
================================================================================

=== 采集时间: 2025-12-05 15:24:50 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-66	13	99
2	0.0001	32	58	2
3	0.0002	-6	18	-31
4	0.0003	11	9	39
5	0.0004	31	7	-63
6	0.0005	80	6	-58
7	0.0006	26	-10	-53
8	0.0007	-34	-49	58
9	0.0008	36	84	36
10	0.0009	-29	-20	-15
11	0.0010	66	0	-24
12	0.0011	-53	5	1
13	0.0012	11	9	7
14	0.0013	-36	75	40
15	0.0014	16	-6	41
16	0.0015	-15	15	-4
17	0.0016	-36	-32	40
18	0.0017	35	-44	-81
19	0.0018	-21	-78	-21
20	0.0019	19	50	63
21	0.0020	20	125	164
22	0.0021	46	43	-46
23	0.0022	19	-182	-137
24	0.0023	-75	-76	-21
25	0.0024	37	79	-4
26	0.0025	-19	94	78
27	0.0026	41	126	138
28	0.0027	5	-105	-57
29	0.0028	1	-98	-100
30	0.0029	2	-44	-34
31	0.0030	-19	41	-42
32	0.0031	44	92	15
33	0.0032	-17	-87	6
34	0.0033	-40	-8	-4
35	0.0034	-57	3	49
36	0.0035	-75	86	73
37	0.0036	90	7	-46
38	0.0037	-61	-6	62
39	0.0038	53	39	79
40	0.0039	9	41	-14
41	0.0040	82	75	-4
42	0.0041	63	19	11
43	0.0042	32	-38	19
44	0.0043	74	9	-98
45	0.0044	-21	-2	6
46	0.0045	-44	18	78
47	0.0046	7	23	44
48	0.0047	15	-24	83
49	0.0048	26	30	22
50	0.0049	-47	-70	-32
51	0.0050	57	18	10
52	0.0051	-24	-8	83
53	0.0052	23	-7	16
54	0.0053	-8	16	-31
55	0.0054	78	35	14
56	0.0055	-83	-10	2
57	0.0056	124	65	76
58	0.0057	-68	3	-6
59	0.0058	53	-33	74
60	0.0059	-66	32	3
61	0.0060	-6	57	67
62	0.0061	-50	70	63
63	0.0062	-59	-31	49
64	0.0063	9	39	-36
65	0.0064	10	-37	-2
66	0.0065	37	-2	-27
67	0.0066	45	19	-32
68	0.0067	-50	9	32
69	0.0068	15	45	23
70	0.0069	-37	-92	-85
71	0.0070	90	36	63
72	0.0071	-79	18	67
73	0.0072	99	35	35
74	0.0073	-89	0	-2
75	0.0074	31	-7	30
76	0.0075	-70	52	-77
77	0.0076	104	1	-28
78	0.0077	-17	3	-28
79	0.0078	70	-20	60
80	0.0079	-16	61	-47
81	0.0080	33	-3	54
82	0.0081	-92	53	49
83	0.0082	121	-61	-74
84	0.0083	-23	-33	-8
85	0.0084	15	-70	-10
86	0.0085	5	52	-88
87	0.0086	33	39	45
88	0.0087	-110	-42	48
89	0.0088	3	9	-14
90	0.0089	-58	49	-15
91	0.0090	-37	14	84
92	0.0091	-61	13	54
93	0.0092	124	48	-40
94	0.0093	-38	-31	67
95	0.0094	30	-14	-28
96	0.0095	61	32	-54
97	0.0096	20	19	10
98	0.0097	-8	-79	-23
99	0.0098	27	-28	37
100	0.0099	-44	79	63

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-65	1159	-614
2	0.001	-5	299	-704
3	0.002	-23	-1634	-726
4	0.003	7	550	-1018
5	0.004	257	-1797	-762
6	0.005	-703	601	499
7	0.006	-648	414	-453
8	0.007	-919	1558	485
9	0.008	-712	-596	-83
10	0.009	-708	-534	-624
================================================================================

=== 采集时间: 2025-12-05 15:24:51 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-12	24	14
2	0.0001	-67	19	109
3	0.0002	-14	60	-15
4	0.0003	-59	11	58
5	0.0004	-10	-11	-3
6	0.0005	-28	54	-19
7	0.0006	80	26	54
8	0.0007	23	70	43
9	0.0008	31	-49	2
10	0.0009	-15	13	3
11	0.0010	-75	15	37
12	0.0011	58	0	-16
13	0.0012	18	10	-40
14	0.0013	58	-80	2
15	0.0014	-15	2	-31
16	0.0015	2	-29	6
17	0.0016	-45	79	-4
18	0.0017	-41	-25	18
19	0.0018	-33	9	-51
20	0.0019	36	-24	7
21	0.0020	7	26	-46
22	0.0021	75	15	-54
23	0.0022	-57	-2	-14
24	0.0023	-7	14	23
25	0.0024	-14	14	35
26	0.0025	-34	64	106
27	0.0026	0	35	117
28	0.0027	-24	-42	-3
29	0.0028	62	-20	6
30	0.0029	-75	-48	-37
31	0.0030	40	-33	-58
32	0.0031	-84	74	86
33	0.0032	16	-16	16
34	0.0033	13	20	-53
35	0.0034	-27	-68	75
36	0.0035	-27	79	27
37	0.0036	5	99	123
38	0.0037	-8	47	-36
39	0.0038	-74	-93	99
40	0.0039	-42	-92	-148
41	0.0040	73	73	-50
42	0.0041	0	122	153
43	0.0042	-37	-8	32
44	0.0043	24	-12	-17
45	0.0044	-34	-80	-36
46	0.0045	-29	-7	-41
47	0.0046	32	84	48
48	0.0047	-15	69	114
49	0.0048	-33	-92	7
50	0.0049	28	-33	-98
51	0.0050	-10	-15	-62
52	0.0051	-3	27	-64
53	0.0052	56	13	-104
54	0.0053	9	-21	36
55	0.0054	-37	35	131
56	0.0055	-79	9	69
57	0.0056	44	77	23
58	0.0057	-104	-79	0
59	0.0058	45	33	3
60	0.0059	-2	61	54
61	0.0060	-28	7	22
62	0.0061	-3	62	99
63	0.0062	-75	-14	10
64	0.0063	56	-54	-15
65	0.0064	-21	15	-40
66	0.0065	41	-8	-44
67	0.0066	-4	99	-10
68	0.0067	43	-46	14
69	0.0068	62	23	-4
70	0.0069	10	-74	11
71	0.0070	-24	36	-76
72	0.0071	-17	-2	-67
73	0.0072	-87	47	-31
74	0.0073	41	9	75
75	0.0074	26	22	5
76	0.0075	10	-71	18
77	0.0076	-58	48	-7
78	0.0077	-49	31	7
79	0.0078	-41	11	-19
80	0.0079	23	14	41
81	0.0080	19	-45	69
82	0.0081	95	50	88
83	0.0082	-51	36	114
84	0.0083	18	41	46
85	0.0084	-32	44	-98
86	0.0085	-4	-59	22
87	0.0086	-66	36	63
88	0.0087	58	-3	27
89	0.0088	-91	75	10
90	0.0089	37	-54	-11
91	0.0090	-78	6	-14
92	0.0091	19	-23	-17
93	0.0092	15	50	-27
94	0.0093	-57	-31	71
95	0.0094	77	22	0
96	0.0095	46	-81	-29
97	0.0096	93	33	-50
98	0.0097	50	2	-8
99	0.0098	-63	61	65
100	0.0099	-17	9	-33

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	-430	-107	-193
2	0.001	-97	-1814	-390
3	0.002	382	987	-892
4	0.003	327	-177	-1137
5	0.004	158	1026	-689
6	0.005	399	-184	-688
7	0.006	-789	-487	94
8	0.007	-390	-740	-231
9	0.008	-536	-5	63
10	0.009	-722	3044	-48
================================================================================

=== 采集时间: 2025-12-05 15:24:51 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-96	-4	134
2	0.0001	9	75	117
3	0.0002	-96	-31	-67
4	0.0003	-25	22	127
5	0.0004	-113	45	86
6	0.0005	95	64	44
7	0.0006	62	67	-21
8	0.0007	43	-114	31
9	0.0008	36	-10	-110
10	0.0009	52	23	39
11	0.0010	-81	40	33
12	0.0011	82	33	-25
13	0.0012	-64	-50	1
14	0.0013	1	-58	24
15	0.0014	-15	24	-16
16	0.0015	13	-8	14
17	0.0016	-62	49	32
18	0.0017	18	-2	-6
19	0.0018	-2	66	15
20	0.0019	10	-40	-29
21	0.0020	32	6	-57
22	0.0021	74	27	0
23	0.0022	2	-2	10
24	0.0023	30	0	-34
25	0.0024	3	56	67
26	0.0025	-80	-11	48
27	0.0026	52	35	-2
28	0.0027	0	-61	-14
29	0.0028	-51	-21	-28
30	0.0029	11	56	40
31	0.0030	-92	20	3
32	0.0031	70	73	53
33	0.0032	-94	-17	23
34	0.0033	16	-65	-8
35	0.0034	-14	-27	-80
36	0.0035	69	-8	-81
37	0.0036	-2	113	120
38	0.0037	61	23	6
39	0.0038	23	-63	-68
40	0.0039	13	-54	-28
41	0.0040	-11	14	-46
42	0.0041	58	74	10
43	0.0042	-41	50	69
44	0.0043	-51	-68	87
45	0.0044	-58	-19	-31
46	0.0045	-58	-8	-12
47	0.0046	-20	56	83
48	0.0047	-2	61	-19
49	0.0048	13	-40	67
50	0.0049	-8	22	27
51	0.0050	22	31	-61
52	0.0051	79	41	73
53	0.0052	-45	36	10
54	0.0053	50	-24	46
55	0.0054	-92	18	108
56	0.0055	-17	11	-12
57	0.0056	-10	31	-97
58	0.0057	10	10	108
59	0.0058	-66	-2	52
60	0.0059	61	0	-34
61	0.0060	27	39	-24
62	0.0061	-15	-57	33
63	0.0062	13	14	-29
64	0.0063	31	9	-28
65	0.0064	53	13	35
66	0.0065	-64	24	53
67	0.0066	14	66	65
68	0.0067	-83	-33	74
69	0.0068	20	-8	-37
70	0.0069	-38	-59	6
71	0.0070	-44	30	39
72	0.0071	19	-4	-17
73	0.0072	-70	40	37
74	0.0073	9	10	116
75	0.0074	-12	14	-12
76	0.0075	58	26	-6
77	0.0076	-20	-49	-50
78	0.0077	5	-7	-29
79	0.0078	-17	61	54
80	0.0079	6	52	130
81	0.0080	15	69	-7
82	0.0081	11	-61	-11
83	0.0082	-126	31	26
84	0.0083	-10	-28	-21
85	0.0084	-8	130	-23
86	0.0085	-49	-15	120
87	0.0086	22	-8	-45
88	0.0087	-51	-46	121
89	0.0088	-31	-10	69
90	0.0089	52	58	-29
91	0.0090	52	0	7
92	0.0091	-3	15	78
93	0.0092	78	-34	-47
94	0.0093	67	45	-55
95	0.0094	35	19	67
96	0.0095	-54	30	-8
97	0.0096	90	79	0
98	0.0097	-100	-41	28
99	0.0098	-59	-11	53
100	0.0099	-19	33	-14

电流增量数据 [1000Hz, 10点]
采样序号	时间(s)	A相电流(INT)	B相电流(INT)	C相电流(INT)
1	0.000	865	-2224	114
2	0.001	400	-1914	248
3	0.002	347	2508	453
4	0.003	105	-688	550
5	0.004	297	391	387
6	0.005	347	-33	-723
7	0.006	1047	221	-884
8	0.007	877	-762	-708
9	0.008	801	-657	-436
10	0.009	573	123	-178
================================================================================

=== 采集时间: 2025-12-05 15:24:51 (增量周期: 10.0ms) ===
振动增量数据 [等效10000Hz, 100点]
时序序号	时间(s)	X振动(INT)	Y振动(INT)	Z振动(INT)
1	0.0000	-64	58	23
2	0.0001	61	65	127
3	0.0002	-62	-8	-21
4	0.0003	58	-65	-97
5	0.0004	7	-31	-84
6	0.0005	56	28	-8
7	0.0006	18	103	44
8	0.0007	50	-49	28
9	0.0008	-81	-45	44
10	0.0009	-23	-32	-75
11	0.0010	-68	3	22
12	0.0011	54	50	22
13	0.0012	20	-23	-29
14	0.0013	53	-2	7
15	0.0014	-23	15	-61
16	0.0015	-57	-49	-49
17	0.0016	-14	88	-6
18	0.0017	-12	-24	-2
19	0.0018	22	-3	63
20	0.0019	-4	-28	-21
21	0.0020	43	-6	-46
22	0.0021	19	70	3
23	0.0022	13	-21	23
24	0.0023	-28	52	90
25	0.0024	30	41	61
26	0.0025	-75	-44	-62
27	0.0026	23	13	22
28	0.0027	-27	23	-42
29	0.0028	6	-36	35
30	0.0029	-40	54	69
31	0.0030	-34	-55	-19
32	0.0031	7	58	26
33	0.0032	-68	20	100
34	0.0033	-23	-19	22
35	0.0034	45	54	-21
36	0.0035	-19	-74	56
37	0.0036	-58	-3	-19
38	0.0037	39	18	-36
39	0.0038	-58	-3	-11
40	0.0039	27	45	23
41	0.0040	18	14	-23
42	0.0041	-23	5	78
43	0.0042	-45	19	44
44	0.0043	-32	53	114
45	0.0044	-55	69	84
46	0.0045	24	-45	70
47	0.0046	24	28	-57
48	0.0047	15	-42	-12
49	0.0048	-12	16	33
50	0.0049	43	-8	-51
51	0.0050	10	-72	1
52	0.0051	-11	19	-29
53	0.0052	-106	-79	11
54	0.0053	67	112	14
55	0.0054	-38	-21	-20
56	0.0055	28	-33	15
57	0.0056	32	28	-29
58	0.0057	-19	-46	15
59	0.0058	-6	83	49
60	0.0059	-36	-38	-12
61	0.0060	26	35	-111
62	0.0061	63	-15	5
63	0.0062	-88	-71	19
64	0.0063	37	40	28
65	0.0064	-57	2	16
66	0.0065	22	5	-32
67	0.0066	23	-29	-11
68	0.0067	-4	6	-10
69	0.0068	28	62	88
70	0.0069	-32	56	22
71	0.0070	79	-6	-19
72	0.0071	-16	27	69
73	0.0072	24	-16	36
74	0.0073	-36	49	-17
75	0.0074	57	54	11
76	0.0075	-58	-12	20
77	0.0076	-37	-57	-44
78	0.0077	13	37	22
79	0.0078	-85	27	129
80	0.0079	57	40	-8
81	0.0080	-19	-84	-96
82	0.0081	31	-51	-14
83	0.0082	-7	32	-68
84	0.0083	103	86	101
85	0.0084	-41	62	71
86	0.0085	61	-58	28
87	0.0086	-42	23	-98
88	0.0087	14	-46	-15
89	0.0088	30	126	105
90	0.0089	-49	2	84
91	0.0090	-25	-17	-32
92	0.0091	-38	-75	-54
93	0.0092	-44	-54	-74
94	0.0093	-24	77	54
95	0.0094	-3	13	86
96	0.0095	84	43	-19
97	0.0096	-58	-95	67
